time,num,Longitude,Latitude,Altitude,Pitch,Yaw,Roll,VelocityX,VelocityY,VelocityZ,BatteryVolts,GPSFix,NumberOfSatellites,ID,Interval(sec),Transfer(MBytes),Bandwidth(MBits/sec)
2026-01-29 13:43:58.777546,59.0000000000,-78.6967864000,35.7274583000,25.0310000000,-0.0480991751,0.0028939222,-0.2437386066,1.0700000000,-4.4900000000,-0.0600000000,12.5870000000,6.0000000000,10.0000000000,5.0000000000,,430.9822370028,0.0252079219
2026-01-29 13:43:59.782842,60.0000000000,-78.6968383000,35.7274682000,25.0440000000,-0.0350234173,0.0008025170,-0.2181256413,1.1300000000,-4.7800000000,0.0300000000,12.5870000000,6.0000000000,10.0000000000,5.0000000000,,463.6594929557,0.0219639770
2026-01-29 13:44:00.784768,61.0000000000,-78.6968925000,35.7274785000,25.0170000000,-0.0326981544,-0.0001008883,-0.2153049111,1.1500000000,-4.9300000000,0.0200000000,12.5870000000,6.0000000000,10.0000000000,5.0000000000,,440.4278001773,0.0213833902
2026-01-29 13:44:01.787849,62.0000000000,-78.6969479000,35.7274889000,25.0080000000,-0.0309091825,-0.0002463567,-0.2057422400,1.1400000000,-4.9400000000,0.0000000000,12.5870000000,6.0000000000,10.0000000000,5.0000000000,,456.8223793360,0.0199351394
2026-01-29 13:44:02.789780,63.0000000000,-78.6970026000,35.7274991000,25.0080000000,-0.0318876952,0.0002604847,-0.2054847926,1.1300000000,-4.9300000000,0.0000000000,12.5870000000,6.0000000000,10.0000000000,5.0000000000,,435.4514773165,0.0172829583
2026-01-29 13:44:04.369137,64.0000000000,-78.6970844000,35.7275144000,25.0080000000,-0.0325733460,-0.0002658644,-0.2023046613,1.1300000000,-4.8900000000,0.0000000000,12.5870000000,6.0000000000,10.0000000000,5.0000000000,,582.1266160632,0.0099774803
2026-01-29 13:44:05.747385,65.0000000000,-78.6971603000,35.7275286000,25.0090000000,-0.0310853124,-0.0007330637,-0.1992095858,1.1300000000,-4.8800000000,0.0000000000,12.5870000000,6.0000000000,10.0000000000,5.0000000000,,409.6710620576,0.0156857862
2026-01-29 13:44:06.753481,66.0000000000,-78.6972139000,35.7275387000,25.0110000000,-0.0329370946,0.0008604123,-0.2071372718,1.1300000000,-4.8700000000,0.0100000000,12.5870000000,6.0000000000,10.0000000000,5.0000000000,,473.9628524181,0.0126023479
2026-01-29 13:44:07.759270,67.0000000000,-78.6972678000,35.7275488000,25.0110000000,-0.0327099152,0.0000553045,-0.2030599117,1.1400000000,-4.8900000000,0.0100000000,12.5870000000,6.0000000000,10.0000000000,5.0000000000,,465.6740216173,0.0164808134
2026-01-29 13:44:08.765494,68.0000000000,-78.6973217000,35.7275590000,25.0110000000,-0.0329732634,-0.0003218220,-0.2051671594,1.1400000000,-4.8900000000,0.0100000000,12.5870000000,6.0000000000,10.0000000000,5.0000000000,,443.1456198524,0.0147909429
2026-01-29 13:44:09.770655,69.0000000000,-78.6973758000,35.7275692000,25.0110000000,-0.0319049731,-0.0005947735,-0.2017201781,1.1400000000,-4.8900000000,0.0100000000,12.5870000000,6.0000000000,10.0000000000,5.0000000000,,368.5495042778,0.0174566655
2026-01-29 13:44:10.773007,70.0000000000,-78.6974298000,35.7275793000,25.0110000000,-0.0326158926,0.0001772007,-0.2027568072,1.1400000000,-4.8700000000,0.0100000000,12.5870000000,6.0000000000,10.0000000000,5.0000000000,,466.7279488495,0.0178388157
2026-01-29 13:44:11.774893,71.0000000000,-78.6974839000,35.7275895000,25.0110000000,-0.0317062251,-0.0009287837,-0.1997378170,1.1400000000,-4.8700000000,0.0100000000,12.5870000000,6.0000000000,10.0000000000,5.0000000000,,465.0396407564,0.0174165694
2026-01-29 13:44:12.776069,72.0000000000,-78.6975374000,35.7275995000,25.0100000000,-0.0330846421,0.0009213101,-0.2072411627,1.1400000000,-4.8700000000,0.0100000000,12.5870000000,6.0000000000,10.0000000000,5.0000000000,,536.6114519831,0.0113964495
2026-01-29 13:44:13.777830,73.0000000000,-78.6975912000,35.7276097000,25.0080000000,-0.0329613462,-0.0000226216,-0.2045216858,1.1400000000,-4.9000000000,0.0000000000,12.5870000000,6.0000000000,10.0000000000,5.0000000000,,459.5282424202,0.0274585164
2026-01-29 13:44:14.778794,74.0000000000,-78.6976453000,35.7276199000,25.0080000000,-0.0321962424,0.0008016834,-0.2031790018,1.1400000000,-4.8900000000,0.0000000000,12.5870000000,6.0000000000,10.0000000000,5.0000000000,,388.0396342049,0.0621571604
2026-01-29 13:44:15.785284,75.0000000000,-78.6977017000,35.7276305000,25.0080000000,0.0011627844,-0.0045611272,-0.0530234575,0.9600000000,-4.1200000000,0.0100000000,12.5870000000,6.0000000000,10.0000000000,5.0000000000,,631.1323809002,0.0190885353
2026-01-29 13:44:16.791167,76.0000000000,-78.6977403000,35.7276376000,25.0040000000,0.0189830456,-0.0044759642,0.0488718078,0.6300000000,-2.7700000000,0.0000000000,12.5870000000,6.0000000000,10.0000000000,5.0000000000,,573.5405398698,0.0158832090
2026-01-29 13:44:17.798009,77.0000000000,-78.6977618000,35.7276415000,25.0050000000,0.0343660749,-0.0030641414,0.1403831542,0.2400000000,-1.0600000000,0.0000000000,12.5870000000,6.0000000000,10.0000000000,5.0000000000,,629.9631435190,0.0163074242
2026-01-29 13:44:18.804918,78.0000000000,-78.6977667000,35.7276424000,25.0010000000,0.0137080122,-0.0050488869,0.0638280436,0.0100000000,0.0000000000,0.0000000000,12.5870000000,6.0000000000,10.0000000000,5.0000000000,,544.7315783437,0.0188682696
