time,num,Longitude,Latitude,Altitude,Pitch,Yaw,Roll,VelocityX,VelocityY,VelocityZ,BatteryVolts,GPSFix,NumberOfSatellites,size(byte),destination,icmp_seq,ttl,pingtime
2026-01-28 16:57:39.819893,92.0000000000,-78.6984071000,35.7277635000,25.0010000000,-0.0327808447,-0.0072069429,-0.2028980851,1.1000000000,-4.8500000000,0.0000000000,12.5870000000,6.0000000000,10.0000000000,21.8067690423,,427.6370769349,21.8067690423,600.7083409621
2026-01-28 16:57:41.215988,93.0000000000,-78.6984825000,35.7277777000,25.0010000000,-0.0333972238,-0.0064450498,-0.2047503591,1.1100000000,-4.8500000000,0.0000000000,12.5870000000,6.0000000000,10.0000000000,0.0000000000,,432.5149069517,0.0000000000,0.0000000000
2026-01-28 16:57:42.747362,94.0000000000,-78.6985634000,35.7277930000,25.0040000000,-0.0324065387,-0.0070515838,-0.2015114874,1.1100000000,-4.8600000000,0.0000000000,12.5870000000,6.0000000000,10.0000000000,52.6376052735,,441.0470884064,52.6376052735,1669.5990422697
2026-01-28 16:57:43.754360,95.0000000000,-78.6986173000,35.7278031000,25.0040000000,-0.0331691168,-0.0068578436,-0.2028736472,1.1100000000,-4.8600000000,0.0000000000,12.5870000000,6.0000000000,10.0000000000,0.0000000000,,443.7403349879,0.0000000000,0.0000000000
2026-01-28 16:57:44.759693,96.0000000000,-78.6986715000,35.7278133000,25.0010000000,-0.0319512524,-0.0073479582,-0.1987468451,1.1000000000,-4.8400000000,0.0000000000,12.5870000000,6.0000000000,10.0000000000,28.3937220219,,449.3380885604,28.3937220219,1028.8287713866
2026-01-28 16:57:45.761901,97.0000000000,-78.6987238000,35.7278231000,25.0010000000,-0.0041539255,-0.0107622873,-0.0775217265,1.0000000000,-4.4200000000,0.0000000000,12.5870000000,6.0000000000,10.0000000000,0.0000000000,,449.4138057621,0.0000000000,0.0000000000
2026-01-28 16:57:46.763871,98.0000000000,-78.6987669000,35.7278312000,24.9980000000,0.0168445017,-0.0118660154,0.0310387108,0.7100000000,-3.2100000000,0.0000000000,12.5870000000,6.0000000000,10.0000000000,0.0000000000,,450.8220546763,0.0000000000,0.0000000000
2026-01-28 16:57:47.842575,99.0000000000,-78.6987961000,35.7278366000,25.0000000000,0.0381462723,-0.0097299004,0.1428940743,0.2900000000,-1.4000000000,0.0000000000,12.5870000000,6.0000000000,10.0000000000,0.0000000000,,452.3381520028,0.0000000000,0.0000000000
2026-01-28 16:57:48.846943,100.0000000000,-78.6988037000,35.7278379000,25.0020000000,0.0202425197,-0.0118745463,0.0799096078,0.0000000000,-0.0900000000,0.0000000000,12.5870000000,6.0000000000,10.0000000000,0.0000000000,,453.7497711910,0.0000000000,0.0000000000
2026-01-28 16:57:49.854986,101.0000000000,-78.6988025000,35.7278378000,25.0000000000,0.0040247450,-0.0121148201,0.0134886298,-0.0600000000,0.2200000000,0.0000000000,12.5870000000,6.0000000000,10.0000000000,0.0000000000,,455.1665557103,0.0000000000,0.0000000000
